xSource ; ySource ; angle ; xTarget ; yTarget ; xi ; yi ; poids ; sens
48.8946;2.47935;-2.5795202;48.894733;2.4789982;14.842929;25.720427;52.736008;true
48.7984;2.34445;-4.2336693;48.798153;2.3442428;27.565441;15.172108;52.810055;true
48.8597;2.34693;-4.790869;48.859585;2.3469563;12.72251;1.9181719;42.16781;true
48.8171;2.35107;-4.064886;48.81703;2.3510177;7.6335063;3.8221548;61.82621;true
48.8169;2.36839;-5.431523;48.816856;2.3684268;4.664921;2.6877365;57.85853;true
48.8173;2.46523;-5.55034;48.81721;2.465381;9.753924;11.047556;75.95776;true
48.8997;2.28355;-1.1525878;48.900036;2.2837582;37.319366;15.211138;65.4778;true
48.7631;2.34006;-6.09294;48.76306;2.34035;4.2408366;21.24541;53.39336;true
48.8452;2.37225;-5.537259;48.844994;2.3725727;22.900518;23.60035;57.42334;true
48.845;2.37397;-5.529335;48.844765;2.3743422;26.293188;27.228594;60.735237;true
48.8454;2.3242;-3.438543;48.845325;2.3238006;8.481673;29.216873;52.841385;true
48.7322;2.43076;-4.9179115;48.73192;2.4308496;31.382193;6.573345;70.48846;true
48.9026;2.39335;-5.60038;48.90241;2.3936892;21.204185;24.792894;62.288334;true
48.9341;2.37156;-0.07240995;48.934116;2.371966;1.6963348;29.635208;54.46854;true
48.8806;2.35505;-0.98826605;48.881115;2.3555512;57.251297;36.639214;66.69493;true
48.8735;2.33716;-1.4918675;48.873604;2.3371985;11.450259;2.8067324;53.233845;true
48.975;2.24436;-1.5357993;48.975628;2.244407;69.9738;3.4273515;55.65764;true
48.8801;2.35303;-0.2788999;48.880108;2.3530908;0.8481674;4.444859;60.10814;true
48.8617;2.34731;-6.172905;48.861633;2.3482373;7.209422;67.81339;92.70206;true
48.8616;2.32046;-5.185102;48.861515;2.3205142;9.329842;3.9582593;51.579838;true
48.8445;2.21967;-2.838762;48.84456;2.21933;6.361255;24.874035;66.37821;true
48.8918;2.23715;-3.001186;48.89185;2.2365534;5.5130877;43.601704;63.204487;true
48.8268;2.52027;-5.3082914;48.826694;2.5203717;11.874343;7.433438;65.50844;true
48.8811;2.27073;-0.59412795;48.88114;2.2708488;4.664921;8.680375;39.902775;true
48.7567;2.34642;-4.6836047;48.756557;2.346417;15.691096;0.22715919;63.67569;true
48.8911;2.3072;-1.280372;48.891308;2.3072848;22.900518;6.204006;55.549053;true
48.8249;2.38703;-5.4520683;48.82471;2.387302;21.204185;19.910503;68.678795;true
48.8256;2.37775;-4.9755926;48.825336;2.3778474;29.261774;7.13697;58.216393;true
48.8255;2.39389;-0.94244176;48.825638;2.3940263;15.267013;9.981307;53.909065;true
48.8488;2.39697;-5.983399;48.848755;2.3972452;5.0890045;20.12775;63.772923;true
48.8758;2.32405;-0.76226604;48.87587;2.3241713;7.6335063;8.87305;45.696266;true
48.918;2.35832;-0.08257514;48.918026;2.3588207;2.9685857;36.57697;58.144123;true
48.9177;2.22803;-2.943594;48.91774;2.2276552;4.2408366;27.380642;64.591774;true
48.797;2.1364;-3.422917;48.796886;2.1358073;12.72251;43.404964;64.85049;true
48.8718;2.33088;-0.024887897;48.8718;2.3310978;0.0;15.934412;52.02964;true
48.8801;2.3237;-2.4773178;48.880325;2.3232613;25.020937;32.07271;57.939594;true
48.8753;2.29408;-3.0846834;48.87531;2.293853;0.8481674;16.59573;46.57087;true
48.7817;2.31375;-4.174199;48.78137;2.313453;36.895283;21.761496;70.51971;true
48.8555;2.33187;-5.582614;48.85542;2.3320248;8.905757;11.318164;60.054787;true
48.7217;2.26175;-1.5597415;48.721752;2.2617486;5.9371715;0.10491572;68.1706;true
48.8975;2.3521;-0.64949507;48.897575;2.3522818;8.481673;13.295088;72.54792;true
48.8542;2.49472;-5.887817;48.854134;2.4949071;7.209422;13.690276;60.009327;true
48.6948;2.37154;-5.50078;48.694553;2.371915;27.565441;27.520111;64.042946;true
48.8983;2.38405;-0.4654125;48.898407;2.3844032;11.874343;25.82307;65.79711;true
48.8852;2.35654;-1.2753936;48.88564;2.356731;48.769627;13.960663;76.24049;true
48.8972;2.31311;-0.76123184;48.897316;2.3132846;12.72251;12.754996;38.077404;true
48.8636;2.41264;-6.0876536;48.863564;2.4128342;4.2408366;14.193366;54.504555;true
48.9555;2.47045;-0.6486452;48.9558;2.4710603;33.07853;44.555584;44.747345;true
48.8426;2.37237;-5.88068;48.842537;2.3725896;7.209422;16.065815;63.141376;true
48.7499;2.32819;-4.3400507;48.74966;2.3280475;26.717272;10.450736;58.720207;true
48.8946;2.47935;0.18350649;48.89467;2.4787455;7.6335063;44.191742;49.955753;false
48.7984;2.34445;2.5809345;48.7985;2.3446643;11.0261755;15.695886;52.56525;false
48.8597;2.34693;-0.48640418;48.8596;2.346653;11.0261755;20.26287;49.974396;false
48.8171;2.35107;-0.7577214;48.816994;2.3508997;11.874343;12.461272;69.17477;false
48.8169;2.36839;-2.6685584;48.81687;2.3684604;2.9685857;5.148586;64.19916;false
48.8173;2.46523;0.17281604;48.817318;2.4649935;2.1204183;17.313072;78.69954;false
48.8997;2.28355;1.8876454;48.899937;2.2836573;26.293188;7.8407936;56.119442;false
48.7631;2.34006;1.7578479;48.7632;2.3400805;11.0261755;1.5025538;63.53244;false
