xSource ; ySource ; angle ; xTarget ; yTarget ; xi ; yi ; poids ; sens
0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;true
48.6894;2.59975;-4.040077;48.68927;2.599597;14.418844;11.233189;80.16214;true
48.6875;2.51246;-0.2730427;48.68755;2.5127375;5.5130877;20.367485;83.4626;true
48.6909;2.32307;-0.3773146;48.690987;2.3234804;9.753924;30.111752;81.690956;true
48.8885;2.3929;-4.7311935;48.88833;2.3928971;19.083767;0.2091347;75.14797;true
48.8884;2.36011;-4.7025642;48.888218;2.3601015;20.356018;0.62740535;68.30869;true
48.7798;2.4189;-1.6099153;48.77986;2.418901;6.7853394;0.069862984;82.33335;true
48.6398;2.31318;-2.8024793;48.639835;2.3130314;3.8167531;10.911476;107.904594;true
48.6432;2.54368;-4.993912;48.643112;2.543696;9.753924;1.1733862;92.29346;true
48.8856;2.40001;-5.0047245;48.88547;2.4000764;14.418844;4.845235;96.607475;true
48.8855;2.31639;-3.1482863;48.8855;2.3160987;0.0;21.298159;64.83724;true
48.8857;2.34769;-3.6029332;48.88561;2.3473775;10.178009;22.849245;101.37444;true
48.8946;2.47935;-2.7071357;48.89467;2.4790823;7.6335063;19.569134;97.9926;true
48.8947;2.28463;-5.5575094;48.894543;2.2848704;17.38743;17.565134;60.30654;true
48.8951;2.22246;-3.006612;48.89514;2.2220433;4.664921;30.459934;70.94386;true
48.8948;2.2274;-6.0881968;48.89476;2.2276046;4.2408366;14.951247;38.907917;true
48.8766;2.35866;-3.038425;48.876595;2.3586352;0.4240837;1.812932;66.28969;true
48.8765;2.32526;-3.1362321;48.876495;2.3249128;0.4240837;25.381098;64.560135;true
48.8444;2.37392;-1.8312988;48.8446;2.3738368;22.476435;6.087696;67.161804;true
48.8521;2.29814;-1.2935872;48.852207;2.2981842;11.874343;3.226506;68.43312;true
48.9282;2.27866;-5.4352555;48.928093;2.2787867;11.874343;9.246861;85.66717;true
48.9281;2.41527;-4.033866;48.92779;2.4149067;34.350777;26.539062;50.983852;true
48.9274;2.39171;-3.6522179;48.927288;2.3914309;12.298427;20.39218;58.522213;true
48.8636;2.28722;-5.2036705;48.86348;2.2872972;13.570679;5.649448;60.071106;true
48.8748;2.32841;-3.3977304;48.87475;2.3281655;5.9371715;17.86848;115.79368;true
48.875;2.34022;-4.599955;48.87475;2.3401816;27.989525;2.806648;56.44845;true
48.7712;2.4442;-1.410746;48.77138;2.4442477;20.356018;3.4937477;58.283936;true
48.8547;2.35612;-3.6430182;48.854656;2.356023;4.664921;7.0979447;65.54302;true
48.844;2.26065;-5.048186;48.843742;2.260788;28.837688;10.099726;48.27424;true
48.8436;2.63403;-1.6121619;48.843918;2.63401;35.198944;1.465257;81.99029;true
48.8681;2.32189;-4.017575;48.868015;2.321812;9.329842;5.7186804;101.358986;true
48.8678;2.36378;-0.17676663;48.86782;2.3641124;2.1204183;24.304535;50.33152;true
48.8429;2.3126;-2.280506;48.842987;2.3124924;9.753924;7.8671446;63.748386;true
48.8427;2.23166;-0.5555773;48.84277;2.2318516;7.6335063;14.024855;99.77607;true
48.8431;2.06656;-4.6449995;48.84274;2.0665257;40.28795;2.511894;81.61324;true
48.8473;2.43335;-4.742622;48.847046;2.4333608;28.413605;0.7849011;59.466114;true
48.8477;2.35941;-3.2502542;48.84769;2.3592083;0.8481674;14.756023;56.528603;true
