xSource ; ySource ; angle ; xTarget ; yTarget ; sens
0.0;0.0;0.0;0.0;-0.0;true
48.9024;2.24852;-4.231036;48.902084;2.2483;true
48.9824;1.90663;-6.21226;48.98238;1.9071147;true
48.8385;2.25171;-3.501618;48.838383;2.2512493;true
48.6352;2.74392;-4.1265764;48.634846;2.7435536;true
48.8752;2.22699;-5.2632213;48.87515;2.227032;true
48.8315;2.24501;-0.9738421;48.831593;2.2451148;true
48.9465;2.45466;-0.97590536;48.946793;2.454966;true
48.8487;2.35738;-1.8461919;48.84885;2.3573208;true
48.9287;2.34094;-5.54477;48.92856;2.3411589;true
48.77;2.48034;-1.0332403;48.770016;2.4803631;true
48.8727;2.30498;-5.1954327;48.872536;2.305111;true
48.8739;2.32904;-0.5924979;48.873943;2.3291261;true
48.8513;2.37627;-0.5683292;48.85136;2.376432;true
48.8761;2.35782;-2.9552832;48.876102;2.3577254;true
48.8418;2.34843;-3.5974257;48.84176;2.3483214;true
49.0211;2.59925;-5.00711;49.0207;2.5994284;true
48.6616;2.28332;-1.1293806;48.661633;2.2833369;true
48.8452;2.35609;-1.8875779;48.845394;2.3560064;true
48.8758;2.32405;-0.3978936;48.8758;2.3241208;true
48.9515;2.32233;-1.3123673;48.95182;2.3224523;true
48.7944;2.4306;-2.729464;48.794483;2.4302766;true
48.8249;2.38703;-1.6954622;48.824997;2.3870156;true
48.8581;2.27474;-5.2915454;48.858017;2.2748094;true
48.9053;2.42746;-2.2352538;48.905483;2.4272432;true
48.7996;2.45686;-2.1211371;48.79981;2.4566681;true
48.8542;2.49472;-1.1544604;48.85461;2.4949913;true
48.8306;2.35077;-0.045360886;48.830597;2.3510177;true
48.8424;2.58419;-3.046392;48.84243;2.5837386;true
48.8723;2.32483;-4.237335;48.872074;2.32466;true
48.8485;2.24283;-3.026698;48.84855;2.242115;true
48.7984;2.34445;-6.069222;48.79837;2.3445969;true
48.8375;2.35323;-5.284293;48.83743;2.353276;true
48.8735;2.33319;-4.920372;48.873425;2.3332214;true
48.8775;2.31381;-4.493341;48.87732;2.3137395;true
48.3776;3.01775;-2.8412867;48.377743;3.0170074;true
48.8885;2.3929;-2.7304132;48.888653;2.392341;true
48.7582;2.27864;-6.0160785;48.75808;2.2792754;true
48.8172;2.2767;-1.1180179;48.817226;2.2767305;true
48.602;2.5602;-3.2849166;48.60198;2.560043;true
48.6681;2.23767;-5.3700366;48.667645;2.2381883;true
48.9339;2.25798;-3.5625446;48.93383;2.2577543;true
48.9417;2.42955;-3.2644002;48.94163;2.4288106;true
48.839;2.33051;-5.6536646;48.83896;2.330609;true
48.8882;2.25119;-6.1791997;48.88818;2.251485;true
48.8667;2.36496;-2.3613226;48.86673;2.3648877;true
48.8467;2.32695;-5.8415933;48.846676;2.3270192;true
48.8199;2.25552;-2.8431308;48.82;2.2550578;true
48.8469;2.26183;-3.3972378;48.846886;2.2617655;true
48.8612;2.3747;-5.720104;48.861168;2.3747127;true
48.8685;2.36868;-2.4457686;48.86853;2.3685784;true
48.8362;2.27897;-4.567926;48.83601;2.2789383;true
49.0038;2.09186;-4.9616084;49.00317;2.092108;true
48.8796;2.36988;-4.8155875;48.879368;2.36991;true
48.9032;2.30583;-2.0088494;48.90335;2.3057175;true
48.8941;2.0928;-5.750929;48.89405;2.092917;true
48.8575;2.38042;-0.5913678;48.857536;2.380527;true
49.053;2.68787;-3.4217448;49.052933;2.687552;true
48.8701;2.28576;-2.9969409;48.870106;2.2856963;true
48.8765;2.29822;-6.225777;48.876484;2.298336;true
48.8589;2.32244;0.0;48.858906;2.3224523;true
48.8141;2.30043;-1.6590211;48.81422;2.3004088;true
48.9698;2.5044;-4.2153063;48.969456;2.5041258;true
48.9264;2.35226;-5.1985826;48.92636;2.3522987;true
48.8814;2.36419;-2.3013093;48.881523;2.3639946;true
48.8962;2.40372;-4.691545;48.895866;2.4037166;true
48.8323;2.28797;-5.989486;48.832264;2.28814;true
48.9407;2.32962;-0.21522918;48.940784;2.3301878;true
48.8535;2.41077;-2.6109922;48.85352;2.4106767;true
48.8268;2.52027;-0.12405406;48.826817;2.5205405;true
48.8919;2.35084;-3.415154;48.89185;2.3506303;true
48.8738;2.31422;-5.661573;48.873768;2.314245;true
48.2232;2.75984;-2.7030058;48.22327;2.7595806;true
48.9042;2.47503;-1.804237;48.904255;2.475021;true
48.6634;2.36035;-2.3001885;48.663876;2.359697;true
48.8363;2.40269;-5.836318;48.83625;2.4027896;true
48.5917;2.64805;-2.0283475;48.591953;2.6478634;true
48.9481;2.4775;-3.1133022;48.94809;2.4771106;true
48.778;2.44109;-3.5453355;48.77787;2.4406242;true
48.9392;2.2721;-2.0746694;48.939323;2.271995;true
48.8853;2.3694;-4.802086;48.885185;2.369421;true
49.004;2.38684;-5.959984;49.003853;2.3874874;true
48.848;2.3948;-6.088195;48.84799;2.394869;true
49.0341;2.47067;-3.8554065;49.033962;2.4704368;true
48.8289;2.28697;-1.0281562;48.829136;2.2871964;true
48.867;2.29028;-4.736829;48.866894;2.2902803;true
48.8074;2.18642;-3.2818923;48.807335;2.185793;true
48.8983;2.24016;-1.2673396;48.898453;2.2402444;true
48.8667;2.03626;-5.2607646;48.86606;2.0368476;true
48.8371;2.32187;-0.85389405;48.837276;2.322132;true
48.9167;2.33675;-5.4743457;48.91656;2.3369288;true
48.7973;2.12674;-1.0599344;48.79776;2.1271453;true
48.793;2.12412;-1.02943;48.793457;2.1245496;true
48.87;2.29662;-5.803666;48.869953;2.2967012;true
48.8537;2.3653;-1.0593971;48.85381;2.3653932;true
48.8884;2.36011;-1.5125755;48.888573;2.3601353;true
48.9168;1.98011;-1.4327903;48.917015;1.9801548;true
