xSource ; ySource ; angle ; xTarget ; yTarget ; sens
0.0;0.0;0.0;0.0;-0.0;true
48.6893;2.29659;-0.6286236;48.689457;2.2969372;true
48.6894;2.59975;-0.30020592;48.689503;2.600254;true
48.6904;2.33902;-6.168739;48.690376;2.3393219;true
48.6874;2.40955;-2.941764;48.687424;2.4092445;true
48.6875;2.51246;-2.1700654;48.687847;2.512097;true
48.6909;2.32307;-2.0519333;48.6911;2.3229074;true
48.6915;2.11419;-0.62619686;48.69177;2.1147583;true
48.8885;2.3929;-5.089669;48.888298;2.3930318;true
48.8884;2.34605;-1.4730939;48.88872;2.346097;true
48.6515;2.40682;-4.0939484;48.65105;2.4063456;true
48.652;2.39851;-5.056824;48.651924;2.3985596;true
48.8983;2.38405;-2.2258143;48.898422;2.3838978;true
48.6378;2.34471;-1.0208693;48.63799;2.3448665;true
48.6398;2.31318;-4.593382;48.639626;2.3131664;true
48.6425;2.43146;-3.8286867;48.64224;2.4309845;true
48.6432;2.54368;-5.4424257;48.64281;2.544168;true
48.8856;2.40001;-5.008551;48.885307;2.4001436;true
48.8857;2.34769;-4.6307893;48.88557;2.347664;true
48.8946;2.47935;-2.7715151;48.894722;2.47888;true
48.8766;2.35866;-2.9529452;48.876617;2.3583994;true
48.8766;2.63572;-4.3060756;48.87654;2.6356618;true
48.8765;2.38496;-3.9211884;48.876415;2.3848245;true
48.8335;2.34168;-4.305895;48.833275;2.3415296;true
48.9281;2.50954;-1.6025225;48.92827;2.5095356;true
48.9282;2.27866;-5.143982;48.92801;2.2787867;true
48.9267;2.49228;-2.932237;48.92678;2.4916883;true
48.9274;2.39171;-5.923734;48.92737;2.391785;true
48.9277;2.53905;-6.1478934;48.92767;2.539264;true
48.852;2.39402;-0.37510478;48.852062;2.3942282;true
48.8636;2.28722;-0.45059714;48.863617;2.2872972;true
48.8634;2.36684;-3.613936;48.863354;2.3667583;true
48.8521;2.33953;-3.7070134;48.85198;2.3392546;true
48.9685;1.74299;-2.5154533;48.968636;1.7426819;true
48.7732;2.46879;-0.31990704;48.77325;2.4690213;true
48.9706;2.36455;-2.2196019;48.97063;2.3645337;true
48.7725;2.0589;-2.4385235;48.77288;2.058217;true
48.772;2.33449;-2.841859;48.772053;2.3342323;true
49.0227;2.02934;-0.9816522;49.023033;2.0296853;true
48.8436;2.63403;-1.2622503;48.843674;2.6340778;true
48.8681;2.32189;-2.739293;48.868137;2.3217444;true
48.8678;2.36378;-0.106997214;48.867798;2.3638597;true
48.8427;2.23166;-4.187377;48.8425;2.2314978;true
48.8431;2.06656;-4.097901;48.842823;2.0662897;true
48.7613;2.42017;-1.8702271;48.76148;2.4200807;true
48.7996;2.45686;-5.85511;48.799576;2.4569209;true
48.7992;2.07189;-0.85410935;48.799397;2.0721712;true
48.7987;2.31487;-4.399135;48.7984;2.3147168;true
48.7992;1.70332;-0.6778457;48.799507;1.7039036;true
48.7984;2.34445;-4.0641766;48.79821;2.3442261;true
48.7983;2.32326;-5.3277144;48.798004;2.3235645;true
48.8449;2.3846;-3.905211;48.844753;2.384336;true
48.8448;2.78961;-1.9155514;48.845078;2.7894607;true
48.8448;2.3402;-2.2631404;48.84494;2.3399792;true
48.8763;2.3482;-2.1463342;48.876415;2.3480856;true
48.715;2.25451;-5.6210375;48.714962;2.254603;true
48.7149;2.43242;-4.8935876;48.714676;2.4324841;true
48.8519;2.38335;-2.5771682;48.85198;2.3831394;true
48.7141;1.88569;-1.302382;48.71435;1.8858129;true
48.7136;2.28014;-0.20447233;48.713634;2.2804215;true
48.7134;2.3707;-5.2251935;48.71323;2.3708537;true
48.8521;2.42523;-2.6710892;48.85217;2.4250016;true
