xSource ; ySource ; angle ; xTarget ; yTarget ; sens
0.0;0.0;0.0;0.0;-0.0;true
48.8761;2.33153;-0.15382813;48.876114;2.3317044;true
48.6893;2.29659;-2.66375;48.68945;2.2961788;true
48.6894;2.59975;-0.58229303;48.68968;2.6004057;true
48.6904;2.33902;-2.3472557;48.69054;2.3387995;true
48.6874;2.40955;-5.2315354;48.687332;2.409615;true
48.6875;2.51246;-2.478321;48.68778;2.5119286;true
48.6909;2.32307;-2.7198021;48.690964;2.3228061;true
48.6915;2.11419;-5.891495;48.691334;2.1147413;true
48.8885;2.3929;-5.1557927;48.888245;2.3930824;true
48.8886;2.4943;-4.210635;48.88842;2.4941487;true
48.8884;2.34605;-1.6377642;48.888683;2.3460295;true
48.6577;2.34831;-0.5787694;48.65781;2.3485405;true
48.6541;1.84955;-0.67972887;48.654243;1.8498152;true
48.6528;2.31332;-4.691308;48.652767;2.3133352;true
48.6515;2.40682;-4.2258587;48.651127;2.4065478;true
48.652;2.39851;-2.484418;48.652046;2.3984249;true
48.6378;2.34471;-3.0148716;48.63781;2.3445466;true
48.6398;2.31318;-4.485551;48.63949;2.3130653;true
48.6406;2.36336;-4.198783;48.640392;2.3632193;true
48.6425;2.43146;-4.1687174;48.64214;2.431153;true
48.643;1.84358;-1.356542;48.64333;1.8436809;true
48.6432;2.54368;-5.4231844;48.642727;2.544286;true
48.8687;2.41472;-1.4450746;48.868763;2.4147384;true
48.8859;2.39013;-4.2750273;48.885773;2.390049;true
48.8415;2.26878;-4.997699;48.841393;2.2688267;true
48.8856;2.40001;-4.825162;48.88539;2.4000595;true
48.8855;2.31639;-4.7624803;48.885254;2.3164191;true
48.8857;2.34769;-4.3677187;48.885487;2.347563;true
48.8946;2.47935;-2.9061997;48.89467;2.4789643;true
48.8947;2.28463;-5.2072287;48.894474;2.28482;true
48.8948;2.2274;-3.6978314;48.894722;2.2272003;true
48.8823;2.33731;-2.7319622;48.88236;2.3371482;true
48.482;2.18344;-3.6891663;48.481934;2.1833155;true
48.8766;2.35866;-3.5322511;48.876526;2.3584332;true
48.8766;2.63572;-0.048820555;48.876595;2.6359484;true
48.8765;2.38496;-5.392965;48.876415;2.3850605;true
48.9004;2.19295;-5.468342;48.900063;2.1934273;true
48.8335;2.34168;-3.9964015;48.83336;2.341496;true
48.9281;2.50954;-2.4787333;48.92816;2.5093837;true
48.9282;2.27866;-5.0528946;48.92797;2.2787867;true
48.9281;2.25518;-5.400733;48.92786;2.2554624;true
48.9267;2.49228;-2.8801546;48.92678;2.4917555;true
48.9274;2.39171;-2.5456674;48.927505;2.3914309;true
48.9277;2.53905;-5.6422796;48.927628;2.5391796;true
48.852;2.39402;-0.48694012;48.852154;2.3944476;true
48.8633;2.4378;-2.4129338;48.863346;2.4377255;true
48.8636;2.28722;-1.7739015;48.863712;2.2871795;true
48.875;2.34022;-5.965374;48.874996;2.3402827;true
48.8521;2.33953;-2.9173722;48.852116;2.3393726;true
48.9683;2.30579;-2.223717;48.968597;2.3054478;true
48.9684;2.31928;-2.2979934;48.968483;2.3191493;true
48.9685;1.74299;-0.39730546;48.968582;1.7433054;true
48.7734;2.0832;-2.3940814;48.7735;2.0830414;true
48.7732;2.46879;-0.75596374;48.77332;2.4689877;true
48.7725;2.0589;-0.8816046;48.77279;2.059279;true
48.7714;2.2217;-2.567653;48.771545;2.2213693;true
48.7712;2.4442;-1.591815;48.77138;2.444197;true
48.9392;2.2721;-5.0726976;48.938774;2.272349;true
49.0227;2.02934;-0.8246212;49.02299;2.0297694;true
48.844;2.26065;-1.0633073;48.844097;2.2607374;true
48.8436;2.63403;-0.5925342;48.843742;2.634381;true
48.8681;2.32189;-4.14457;48.868015;2.321812;true
48.8678;2.36378;-4.5680614;48.867714;2.3637586;true
48.8427;2.23166;-3.7303343;48.84252;2.2312787;true
48.8431;2.06656;-5.113185;48.842785;2.0667615;true
48.8341;2.3137;-5.3245273;48.833958;2.3138404;true
49.0042;2.56759;-1.8440332;49.00426;2.5675428;true
48.8477;2.20105;-3.8771205;48.84758;2.2008424;true
48.7615;2.13693;-1.0210755;48.76193;2.137341;true
48.8337;2.36194;-6.0414944;48.833687;2.3620229;true
48.7996;2.45686;-0.11879004;48.799614;2.45714;true
48.7992;2.07189;-0.58125955;48.79929;2.072104;true
48.7987;2.31487;-3.9471085;48.79847;2.3145483;true
48.7986;1.59809;-0.06255725;48.79865;1.5994163;true
48.7992;1.70332;-0.07763305;48.799248;1.7043755;true
48.7984;2.34445;-4.5333467;48.798145;2.3443778;true
48.7983;2.32326;-5.48874;48.798084;2.3235815;true
48.8449;2.38809;-0.31014994;48.844955;2.3883636;true
48.7861;2.42564;-1.4013655;48.786366;2.4257095;true
48.8455;2.33017;-1.7912004;48.845596;2.3301373;true
48.7865;2.4633;-1.8821179;48.786858;2.4631228;true
48.8448;2.39867;-1.4486029;48.845066;2.3987114;true
48.7864;2.21851;-3.782679;48.78623;2.2181501;true
48.9387;2.48023;-3.338446;48.938637;2.479824;true
48.715;2.25451;-5.8323298;48.714924;2.2547715;true
48.7149;2.43242;-4.3213897;48.714718;2.4323158;true
48.7143;2.39423;-4.909754;48.71395;2.3943295;true
48.8521;2.29814;-6.265077;48.852085;2.2983527;true
48.7141;1.88569;-1.3397827;48.714375;1.8858129;true
48.7136;2.28014;-0.62238157;48.71372;2.2803876;true
48.7134;2.3707;-5.0308137;48.713024;2.3708873;true
48.8521;2.42523;-2.506247;48.852238;2.4249513;true
48.8521;2.40188;-0.7250563;48.85229;2.4022505;true
48.8507;2.3235;-0.67615736;48.85079;2.3236656;true
48.7414;2.42661;-0.4351272;48.741493;2.4268892;true
48.8804;2.28064;-5.376995;48.880226;2.2808597;true
48.8511;2.33743;-1.1851933;48.851143;2.3374515;true
48.8347;2.30621;-1.1300623;48.834805;2.3062737;true
48.704;2.17227;-6.138643;48.703953;2.1727152;true
48.701;2.46653;-2.0338755;48.701305;2.466308;true
48.702;2.2462;-5.4886646;48.701916;2.246345;true
48.7032;2.87672;-0.5124325;48.70327;2.87691;true
48.7036;2.42885;-1.7841914;48.703693;2.4288106;true
48.7085;2.17964;-4.937471;48.708282;2.1797428;true
48.7084;2.32836;-3.9680014;48.708366;2.3283002;true
48.7117;2.2705;-1.4152124;48.711796;2.2705288;true
48.7113;2.44951;-4.1455984;48.711193;2.4493878;true
48.7133;2.21005;-2.7696078;48.71341;2.2096395;true
48.8878;2.3254;-4.3524656;48.887726;2.325368;true
48.888;2.32503;-1.3405097;48.888126;2.3250647;true
48.8881;2.24822;-3.1693883;48.888096;2.2481484;true
48.8882;2.25119;-3.459844;48.888165;2.2510638;true
48.623;2.38166;-6.0935206;48.62299;2.3818417;true
48.622;2.3239;-5.971936;48.621964;2.3240533;true
48.6217;2.34689;-2.5827258;48.621815;2.3466024;true
48.6245;2.44234;-4.3728104;48.624355;2.4422421;true
48.6236;2.36058;-3.2609112;48.623547;2.3599837;true
