xSource ; ySource ; angle ; xTarget ; yTarget ; xi ; yi ; poids ; sens
0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;true
48.6875;2.51246;-4.211792;48.687397;2.5123668;11.450259;6.8416557;74.10279;true
48.6909;2.32307;-1.0427315;48.69125;2.3233962;39.015697;23.935429;57.295193;true
48.8885;2.3929;-5.6585097;48.888466;2.3929813;3.8167531;5.942911;68.4087;true
48.6432;2.54368;-4.709093;48.642902;2.543679;33.07853;0.07005291;63.357067;true
48.8855;2.31639;-2.7118304;48.88557;2.3161662;7.6335063;16.36577;57.18784;true
48.8857;2.34769;-5.8363776;48.885593;2.3480012;11.874343;22.74467;65.171974;true
48.8946;2.47935;-0.28894404;48.894638;2.4795375;4.2408366;13.696651;74.62959;true
48.8948;2.2274;-4.1585093;48.894543;2.2271497;28.413605;18.29698;45.138317;true
48.9281;2.41527;-4.5713367;48.927807;2.4152105;32.654446;4.3535213;49.554405;true
48.8748;2.32841;-0.4437973;48.87502;2.3291092;24.17277;51.130005;52.9318;true
48.8427;2.23166;-2.2374706;48.842808;2.2315145;11.874343;10.640747;98.2994;true
48.8473;2.43335;-4.976437;48.84718;2.4333775;13.570679;2.0058584;43.553436;true
48.7996;2.45686;-4.915842;48.799427;2.4569042;19.083767;3.2298884;76.8453;true
48.7618;2.30238;-5.001015;48.76168;2.302431;13.146594;3.7390096;90.08638;true
48.7984;2.34445;-4.7685914;48.798332;2.3444455;7.6335063;0.3317262;80.02564;true
48.7983;2.32326;-4.919976;48.798115;2.3233287;20.7801;5.0282807;63.720184;true
48.8765;2.29221;-3.9498878;48.87647;2.292168;3.3926697;3.0854766;66.91696;true
48.8448;2.3402;-0.9233182;48.844833;2.3402321;3.8167531;2.354821;65.6501;true
48.715;2.25451;-4.644902;48.714825;2.254485;19.507849;1.8362697;68.33876;true
48.8519;2.38335;-5.4087863;48.8518;2.3834765;11.0261755;9.2609825;53.81139;true
48.852;2.39402;-6.024138;48.851963;2.3942282;4.2408366;15.225651;64.12135;true
48.8509;2.36919;-4.724293;48.850857;2.369185;4.664921;0.3662609;90.4741;true
48.888;2.32503;-2.603123;48.888065;2.3248456;7.209422;13.489322;68.338974;true
48.8862;2.28586;-5.026909;48.88617;2.285865;3.3926697;0.3660026;93.880615;true
48.8862;2.30177;-2.6009352;48.88621;2.3017232;1.2722511;3.4160237;54.454697;true
48.8865;2.30853;-5.5107737;48.886513;2.3085487;1.2722511;1.3594298;75.4065;true
