xSource ; ySource ; angle ; xTarget ; yTarget ; xi ; yi ; poids ; sens
0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;true
48.6894;2.59975;-4.5961256;48.6892;2.599698;22.052351;3.8143852;66.2298;true
48.6909;2.32307;-2.8883462;48.690895;2.3230255;0.4240837;3.2718754;67.53872;true
48.8885;2.3929;-5.1347594;48.888367;2.3929813;14.842929;5.942911;62.14242;true
48.8856;2.40001;-5.426926;48.885525;2.40011;8.481673;7.30271;58.029945;true
48.8857;2.34769;-4.801971;48.88561;2.347698;10.178009;0.57515264;90.79544;true
48.8946;2.47935;-3.5909233;48.894436;2.4788127;18.235598;39.277676;81.40574;true
48.9281;2.41527;-3.9101782;48.927944;2.4150417;17.38743;16.682692;59.315094;true
48.8681;2.32189;-5.4453516;48.868042;2.3219635;6.361255;5.3699803;88.11863;true
48.8427;2.23166;-1.2150612;48.8427;2.2316663;0.0;0.47098392;75.45271;true
48.7996;2.45686;-1.569977;48.79973;2.4568536;14.418844;0.47138909;86.81402;true
48.7984;2.34445;-5.6578426;48.798363;2.3445296;4.2408366;5.8313966;79.55767;true
48.8765;2.29221;-6.111148;48.876442;2.292606;6.361255;28.954674;93.099304;true
48.715;2.25451;-0.44610554;48.71506;2.254721;6.7853394;15.477132;53.63312;true
48.852;2.39402;-0.9461609;48.852047;2.39406;5.0890045;2.9125817;86.18162;true
48.8507;2.3235;-2.1926177;48.850895;2.3232782;21.628267;16.220186;90.2916;true
48.8761;2.35782;-0.75618446;48.87617;2.3579106;8.0575905;6.624241;44.24512;true
48.8509;2.36919;-1.037367;48.85098;2.3692527;8.905757;4.586981;106.47335;true
48.888;2.32503;-0.84985507;48.888012;2.3250477;1.2722511;1.2896768;76.64604;true
48.8862;2.28586;-0.019021878;48.88618;2.28605;2.1204183;13.890669;94.02101;true
48.8865;2.30853;-0.6099541;48.886536;2.3085825;3.8167531;3.8342893;89.59708;true
48.8954;2.22438;-0.04102362;48.895416;2.2248745;1.6963348;36.140453;78.270424;true
48.8767;2.40387;-4.071025;48.876526;2.403649;19.507849;16.159466;95.75046;true
48.8768;2.30293;-2.7461913;48.876827;2.3028355;2.9685857;6.9204917;79.88893;true
48.8769;2.28672;-1.9269006;48.877003;2.2866569;11.450259;4.6194625;99.4633;true
48.8517;2.34273;-3.0323327;48.851715;2.3425074;1.6963348;16.289627;102.29954;true
48.9287;2.34094;-2.4270163;48.92875;2.3408556;5.5130877;6.164512;82.333046;true
48.9284;2.48237;-2.8433163;48.928547;2.4815934;16.539265;56.717335;52.691803;true
48.9283;2.38301;-4.383153;48.92811;2.3829033;21.204185;7.7840657;81.96386;true
48.8625;2.34965;-4.90856;48.86239;2.3497033;12.298427;3.905877;104.89679;true
48.8738;2.32522;-5.4873924;48.873775;2.325216;2.5445023;0.29636124;120.88897;true
48.9729;2.27125;-3.306614;48.972847;2.2708826;5.9371715;26.811018;85.61549;true
48.9734;2.48871;-1.2323064;48.973473;2.488739;8.0575905;2.1225903;79.26481;true
48.8684;2.28264;-2.3303876;48.868477;2.2825112;8.481673;9.414844;73.53258;true
48.8682;2.34074;-0.12874816;48.868206;2.3408892;0.8481674;10.914289;95.86326;true
48.8418;2.34843;-5.6358423;48.84169;2.3486247;12.298427;14.251881;60.276993;true
