"bts";"lon";"lat";"h0_moy";"h1_moy";"h2_moy";"h3_moy";"h4_moy";"h5_moy";"h6_moy";"h7_moy";"h8_moy";"h9_moy";"h10_moy";"h11_moy";"h12_moy";"h13_moy";"h14_moy";"h15_moy";"h16_moy";"h17_moy";"h18_moy";"h19_moy";"h20_moy";"h21_moy";"h22_moy";"h23_moy"
11;2.70041;48.2303;0.28571428571428571429;0.14285714285714285714;0.28571428571428571429;1.00000000000000000000;1.00000000000000000000;0.42857142857142857143;0.42857142857142857143;2.1428571428571429;3.2857142857142857;3.7142857142857143;2.0000000000000000;1.4285714285714286;1.00000000000000000000;1.7142857142857143;3.0000000000000000;1.8571428571428571;2.5714285714285714;2.4285714285714286;2.2857142857142857;1.5714285714285714;1.7142857142857143;0.85714285714285714286;2.5714285714285714;0.85714285714285714286
12;2.82378;48.2411;1.00000000000000000000;0.71428571428571428571;0.57142857142857142857;0.85714285714285714286;0.28571428571428571429;1.00000000000000000000;0.57142857142857142857;1.4285714285714286;2.1428571428571429;3.1428571428571429;2.2857142857142857;4.5714285714285714;2.1428571428571429;2.7142857142857143;2.8571428571428571;1.7142857142857143;2.8571428571428571;2.8571428571428571;1.7142857142857143;2.0000000000000000;4.0000000000000000;2.2857142857142857;1.8571428571428571;1.4285714285714286
13;2.91399;48.2428;1.7142857142857143;1.2857142857142857;1.7142857142857143;1.5714285714285714;1.5714285714285714;1.00000000000000000000;0.85714285714285714286;2.1428571428571429;2.5714285714285714;4.8571428571428571;5.7142857142857143;7.8571428571428571;5.2857142857142857;5.0000000000000000;5.0000000000000000;4.8571428571428571;5.1428571428571429;4.5714285714285714;5.2857142857142857;3.2857142857142857;5.2857142857142857;2.4285714285714286;2.5714285714285714;2.0000000000000000
14;2.7401;48.247;3.1428571428571429;2.5714285714285714;1.5714285714285714;1.1428571428571429;0.57142857142857142857;2.0000000000000000;2.8571428571428571;2.8571428571428571;7.0000000000000000;8.2857142857142857;11.4285714285714286;13.7142857142857143;10.5714285714285714;6.7142857142857143;9.8571428571428571;14.1428571428571429;10.2857142857142857;12.5714285714285714;10.5714285714285714;9.5714285714285714;8.7142857142857143;6.5714285714285714;4.2857142857142857;3.7142857142857143
15;2.80691;48.2579;0.42857142857142857143;0.00000000000000000000;0.14285714285714285714;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.42857142857142857143;0.28571428571428571429;0.42857142857142857143;0.00000000000000000000;0.00000000000000000000;0.42857142857142857143;0.28571428571428571429;0.28571428571428571429;0.28571428571428571429;0.28571428571428571429;0.42857142857142857143;0.57142857142857142857;0.14285714285714285714;0.57142857142857142857;0.28571428571428571429;0.00000000000000000000;0.28571428571428571429
16;2.70648;48.2604;12.0000000000000000;10.7142857142857143;9.1428571428571429;10.1428571428571429;11.1428571428571429;9.8571428571428571;10.8571428571428571;14.0000000000000000;16.0000000000000000;19.1428571428571429;20.4285714285714286;21.8571428571428571;18.7142857142857143;22.8571428571428571;25.1428571428571429;21.4285714285714286;25.0000000000000000;23.8571428571428571;26.7142857142857143;23.1428571428571429;24.2857142857142857;25.0000000000000000;18.1428571428571429;14.2857142857142857
17;2.67826;48.2733;1.1428571428571429;1.1428571428571429;0.85714285714285714286;1.2857142857142857;1.1428571428571429;1.4285714285714286;1.5714285714285714;2.8571428571428571;3.0000000000000000;4.1428571428571429;7.5714285714285714;9.8571428571428571;7.1428571428571429;11.5714285714285714;7.1428571428571429;8.5714285714285714;8.1428571428571429;7.7142857142857143;6.8571428571428571;7.2857142857142857;6.1428571428571429;6.4285714285714286;4.2857142857142857;1.5714285714285714
18;2.87191;48.2747;0.28571428571428571429;0.14285714285714285714;0.00000000000000000000;0.00000000000000000000;0.14285714285714285714;0.28571428571428571429;0.00000000000000000000;0.14285714285714285714;0.42857142857142857143;0.42857142857142857143;0.42857142857142857143;0.71428571428571428571;0.57142857142857142857;0.57142857142857142857;0.57142857142857142857;0.42857142857142857143;0.71428571428571428571;0.57142857142857142857;0.85714285714285714286;0.42857142857142857143;0.42857142857142857143;0.57142857142857142857;0.85714285714285714286;0.85714285714285714286
19;2.70492;48.2792;5.8571428571428571;6.4285714285714286;6.2857142857142857;4.1428571428571429;4.0000000000000000;5.8571428571428571;8.2857142857142857;10.1428571428571429;16.2857142857142857;17.8571428571428571;17.0000000000000000;26.0000000000000000;17.4285714285714286;16.4285714285714286;21.4285714285714286;23.2857142857142857;21.4285714285714286;18.7142857142857143;22.8571428571428571;21.7142857142857143;21.1428571428571429;16.0000000000000000;9.0000000000000000;6.4285714285714286
20;2.59851;48.2801;1.4285714285714286;0.57142857142857142857;1.7142857142857143;0.85714285714285714286;0.42857142857142857143;0.85714285714285714286;0.71428571428571428571;2.4285714285714286;2.2857142857142857;3.4285714285714286;4.5714285714285714;5.4285714285714286;2.2857142857142857;2.1428571428571429;3.5714285714285714;3.2857142857142857;4.5714285714285714;2.4285714285714286;4.4285714285714286;5.8571428571428571;6.5714285714285714;5.5714285714285714;5.2857142857142857;4.8571428571428571
21;2.94041;48.2874;1.4285714285714286;1.7142857142857143;0.85714285714285714286;0.71428571428571428571;1.00000000000000000000;2.0000000000000000;1.4285714285714286;3.4285714285714286;1.7142857142857143;2.0000000000000000;1.8571428571428571;3.5714285714285714;2.4285714285714286;2.4285714285714286;2.1428571428571429;1.8571428571428571;2.2857142857142857;4.8571428571428571;4.4285714285714286;3.2857142857142857;2.4285714285714286;1.2857142857142857;2.1428571428571429;2.4285714285714286
22;2.53065;48.2877;3.7142857142857143;3.1428571428571429;1.8571428571428571;2.4285714285714286;2.5714285714285714;2.5714285714285714;3.4285714285714286;3.8571428571428571;7.7142857142857143;11.7142857142857143;13.2857142857142857;14.0000000000000000;11.2857142857142857;8.8571428571428571;8.4285714285714286;9.7142857142857143;10.8571428571428571;12.0000000000000000;11.4285714285714286;8.2857142857142857;7.7142857142857143;10.8571428571428571;9.2857142857142857;4.7142857142857143
23;2.71867;48.299;1.8571428571428571;0.28571428571428571429;0.42857142857142857143;0.57142857142857142857;0.28571428571428571429;1.00000000000000000000;1.1428571428571429;0.71428571428571428571;1.7142857142857143;2.2857142857142857;2.7142857142857143;1.00000000000000000000;2.0000000000000000;3.2857142857142857;2.5714285714285714;2.1428571428571429;1.5714285714285714;1.7142857142857143;1.5714285714285714;1.8571428571428571;2.0000000000000000;1.7142857142857143;1.00000000000000000000;0.85714285714285714286
24;2.79091;48.3;0.57142857142857142857;0.85714285714285714286;0.71428571428571428571;0.57142857142857142857;0.71428571428571428571;0.42857142857142857143;0.57142857142857142857;1.2857142857142857;1.00000000000000000000;1.7142857142857143;1.2857142857142857;1.2857142857142857;0.57142857142857142857;1.2857142857142857;1.2857142857142857;0.85714285714285714286;1.8571428571428571;1.8571428571428571;1.7142857142857143;2.2857142857142857;1.4285714285714286;1.1428571428571429;1.7142857142857143;0.57142857142857142857
25;2.07536;48.3125;2.1428571428571429;1.2857142857142857;1.4285714285714286;1.1428571428571429;1.4285714285714286;2.1428571428571429;14.1428571428571429;7.4285714285714286;23.1428571428571429;12.5714285714285714;16.8571428571428571;12.5714285714285714;10.5714285714285714;9.7142857142857143;10.7142857142857143;8.2857142857142857;15.4285714285714286;8.4285714285714286;11.0000000000000000;8.2857142857142857;8.7142857142857143;6.7142857142857143;4.8571428571428571;4.5714285714285714
26;2.63669;48.3127;2.8571428571428571;2.2857142857142857;2.2857142857142857;2.0000000000000000;1.5714285714285714;0.85714285714285714286;2.5714285714285714;3.4285714285714286;8.1428571428571429;9.2857142857142857;12.5714285714285714;15.7142857142857143;12.4285714285714286;11.0000000000000000;11.7142857142857143;11.8571428571428571;12.2857142857142857;12.1428571428571429;10.7142857142857143;11.0000000000000000;10.0000000000000000;8.2857142857142857;4.1428571428571429;3.7142857142857143
27;2.00221;48.3173;17.4285714285714286;14.4285714285714286;13.5714285714285714;17.4285714285714286;24.2857142857142857;34.5714285714285714;55.1428571428571429;43.4285714285714286;102.8571428571428571;83.8571428571428571;86.4285714285714286;85.4285714285714286;85.7142857142857143;86.8571428571428571;77.8571428571428571;73.1428571428571429;90.1428571428571429;81.1428571428571429;81.7142857142857143;73.0000000000000000;64.0000000000000000;50.5714285714285714;35.8571428571428571;29.5714285714285714
28;2.68367;48.3203;5.2857142857142857;2.8571428571428571;3.1428571428571429;3.2857142857142857;2.7142857142857143;2.8571428571428571;4.2857142857142857;6.1428571428571429;8.1428571428571429;10.8571428571428571;9.8571428571428571;10.4285714285714286;7.2857142857142857;6.7142857142857143;6.1428571428571429;5.7142857142857143;6.1428571428571429;7.2857142857142857;8.7142857142857143;12.2857142857142857;10.8571428571428571;11.8571428571428571;12.1428571428571429;8.8571428571428571
29;2.37656;48.3291;1.4285714285714286;0.71428571428571428571;0.57142857142857142857;0.42857142857142857143;0.71428571428571428571;0.14285714285714285714;2.5714285714285714;1.2857142857142857;1.7142857142857143;2.5714285714285714;2.7142857142857143;3.1428571428571429;3.8571428571428571;2.0000000000000000;2.1428571428571429;2.7142857142857143;2.5714285714285714;2.7142857142857143;2.7142857142857143;2.7142857142857143;2.8571428571428571;2.2857142857142857;1.5714285714285714;1.00000000000000000000
30;2.70186;48.3319;2.8571428571428571;1.8571428571428571;2.1428571428571429;2.1428571428571429;1.5714285714285714;1.4285714285714286;4.0000000000000000;3.4285714285714286;5.2857142857142857;6.7142857142857143;6.2857142857142857;8.4285714285714286;5.8571428571428571;5.5714285714285714;7.0000000000000000;8.1428571428571429;6.0000000000000000;7.7142857142857143;8.1428571428571429;9.1428571428571429;13.5714285714285714;9.7142857142857143;5.4285714285714286;5.2857142857142857
31;2.86231;48.3381;0.85714285714285714286;1.5714285714285714;1.7142857142857143;0.85714285714285714286;0.28571428571428571429;0.57142857142857142857;0.28571428571428571429;1.4285714285714286;2.7142857142857143;3.8571428571428571;2.8571428571428571;4.0000000000000000;2.8571428571428571;2.7142857142857143;1.8571428571428571;2.0000000000000000;1.8571428571428571;1.8571428571428571;2.5714285714285714;4.2857142857142857;2.5714285714285714;2.7142857142857143;2.0000000000000000;2.5714285714285714
32;2.45654;48.3406;1.00000000000000000000;1.00000000000000000000;0.14285714285714285714;0.85714285714285714286;1.2857142857142857;0.85714285714285714286;2.0000000000000000;3.7142857142857143;7.0000000000000000;10.0000000000000000;13.4285714285714286;13.0000000000000000;10.5714285714285714;7.8571428571428571;10.0000000000000000;10.5714285714285714;10.5714285714285714;8.7142857142857143;7.4285714285714286;8.7142857142857143;5.8571428571428571;3.4285714285714286;2.5714285714285714;1.5714285714285714
33;2.61098;48.3416;2.2857142857142857;2.0000000000000000;2.0000000000000000;2.4285714285714286;2.4285714285714286;3.0000000000000000;3.0000000000000000;4.8571428571428571;8.5714285714285714;10.4285714285714286;16.1428571428571429;17.2857142857142857;13.8571428571428571;10.2857142857142857;10.0000000000000000;11.4285714285714286;14.0000000000000000;16.1428571428571429;11.7142857142857143;14.1428571428571429;9.4285714285714286;9.7142857142857143;7.2857142857142857;5.4285714285714286
34;2.63743;48.3443;1.8571428571428571;0.85714285714285714286;0.14285714285714285714;0.42857142857142857143;0.28571428571428571429;1.4285714285714286;1.7142857142857143;1.2857142857142857;2.5714285714285714;5.1428571428571429;7.5714285714285714;6.8571428571428571;4.7142857142857143;3.1428571428571429;5.0000000000000000;4.8571428571428571;5.2857142857142857;5.4285714285714286;5.4285714285714286;5.5714285714285714;5.4285714285714286;4.8571428571428571;4.5714285714285714;2.5714285714285714
35;2.73813;48.3446;6.7142857142857143;4.4285714285714286;3.7142857142857143;3.1428571428571429;4.2857142857142857;4.2857142857142857;3.7142857142857143;6.5714285714285714;11.7142857142857143;17.1428571428571429;13.4285714285714286;13.1428571428571429;12.1428571428571429;11.5714285714285714;11.8571428571428571;9.7142857142857143;11.1428571428571429;9.1428571428571429;12.7142857142857143;14.2857142857142857;16.0000000000000000;13.2857142857142857;13.4285714285714286;9.5714285714285714
36;2.04854;48.3493;1.1428571428571429;2.0000000000000000;2.0000000000000000;2.5714285714285714;1.7142857142857143;3.1428571428571429;3.0000000000000000;4.5714285714285714;9.5714285714285714;10.7142857142857143;10.7142857142857143;10.7142857142857143;8.7142857142857143;8.0000000000000000;11.8571428571428571;8.0000000000000000;8.7142857142857143;7.8571428571428571;8.5714285714285714;6.4285714285714286;10.8571428571428571;9.4285714285714286;6.0000000000000000;4.5714285714285714
37;2.89123;48.3505;0.71428571428571428571;0.57142857142857142857;0.14285714285714285714;0.00000000000000000000;0.42857142857142857143;0.28571428571428571429;0.42857142857142857143;2.5714285714285714;3.2857142857142857;4.4285714285714286;3.7142857142857143;1.7142857142857143;1.1428571428571429;0.71428571428571428571;0.85714285714285714286;1.1428571428571429;0.57142857142857142857;1.2857142857142857;1.2857142857142857;2.5714285714285714;2.5714285714285714;4.7142857142857143;0.85714285714285714286;0.71428571428571428571
