xSource ; ySource ; angle ; xTarget ; yTarget ; xi ; yi ; poids ; sens
0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;true
48.6894;2.59975;-3.6903162;48.68931;2.5995462;10.178009;14.960089;50.91109;true
48.6875;2.51246;-2.1595678;48.68755;2.512417;5.5130877;3.1496112;87.264114;true
48.6909;2.32307;-0.96145195;48.69114;2.3233457;26.717272;20.226137;86.107506;true
48.8885;2.3929;-0.93801105;48.88856;2.3929646;6.7853394;4.7229586;76.317406;true
48.8886;2.4943;-2.1627977;48.88879;2.494115;21.204185;13.506589;64.4211;true
48.8884;2.36011;-3.9811058;48.888245;2.359933;17.38743;12.948949;61.382084;true
48.7798;2.4189;-1.5662601;48.780014;2.418901;23.748686;0.069862984;93.720215;true
48.6398;2.31318;-0.90682083;48.64006;2.3135035;28.837688;23.767052;86.156525;true
48.6432;2.54368;-6.0829906;48.643166;2.5438478;3.8167531;12.329311;105.059235;true
48.8074;2.18642;-0.57879037;48.807552;2.1867874;16.963346;26.899912;53.214127;true
48.8415;2.26878;-5.706643;48.84143;2.2689614;7.6335063;13.275087;67.74472;true
48.8856;2.40001;-4.5905333;48.885418;2.3999922;20.356018;1.3071676;78.96398;true
48.8855;2.31639;-3.4867554;48.885445;2.3162336;6.361255;11.433382;83.16036;true
48.8857;2.34769;-4.4865527;48.885555;2.3476474;16.115181;3.119767;122.960686;true
48.8946;2.47935;-1.9266027;48.894775;2.479234;19.507849;8.486347;101.58165;true
48.8947;2.28463;-3.051273;48.89469;2.2845502;0.8481674;5.8376193;60.716457;true
48.8951;2.22246;-2.659117;48.895264;2.221959;18.235598;36.611164;84.284294;true
48.8948;2.2274;-5.4439154;48.894623;2.2276216;19.507849;16.188473;46.32806;true
48.8415;2.31725;-0.3860169;48.84151;2.3173459;1.2722511;7.012595;89.76144;true
48.8766;2.35866;-0.9003635;48.876617;2.3587196;2.1204183;4.3580093;56.396626;true
48.8766;2.63572;-4.402019;48.87643;2.6356282;18.659683;6.711335;80.5315;true
48.8765;2.32526;-1.1197985;48.876633;2.325368;14.842929;7.8967285;77.539665;true
48.848;2.3948;-3.4210792;48.847946;2.394616;5.9371715;13.465224;118.90621;true
48.9376;2.50345;-1.513688;48.937656;2.5034513;6.361255;0.10446464;91.68386;true
48.8689;2.30896;-3.0010464;48.8689;2.3089364;0.0;1.7260373;70.944855;true
48.8335;2.34168;-1.4048548;48.833576;2.3416982;8.481673;1.3259759;88.9575;true
48.8521;2.29814;-0.782478;48.852184;2.2982686;9.329842;9.40047;74.617615;true
48.9281;2.50954;-1.8493707;48.928146;2.5095186;5.0890045;1.5672677;56.315247;true
48.9281;2.41527;-4.3915577;48.927822;2.4151428;30.958109;9.29912;65.44105;true
48.9274;2.39171;-5.0075207;48.927204;2.3918018;21.628267;6.704518;65.25892;true
